YYYYMM,SMALL LoAC,ME1 AC2,ME1 AC3,ME1 AC4,SMALL HiAC,ME2 AC1,ME2 AC2,ME2 AC3,ME2 AC4,ME2 AC5,ME3 AC1,ME3 AC2,ME3 AC3,ME3 AC4,ME3 AC5,ME4 AC1,ME4 AC2,ME4 AC3,ME4 AC4,ME4 AC5,BIG LoAC,ME5 AC2,ME5 AC3,ME5 AC4,BIG HiAC
201402,5.0083,3.8843,4.6802,4.2655,6.2468,3.8969,4.1068,5.9528,6.4961,4.1241,3.9468,5.323,5.1718,5.5055,6.4472,5.9003,5.4898,5.3758,5.2848,6.6966,4.6721,4.9599,4.4377,4.8685,5.2667
201403,0.8384,-1.8072,-1.0605,0.6731,-0.6116,0.3478,-0.6279,0.2614,-1.0243,-1.8124,-2.5364,0.9764,-0.0181,-1.2689,-1.941,-0.7354,0.618,0.0662,0.3628,-1.094,0.059,1.1038,0.0295,0.5998,-2.3466
201404,-6.0235,-5.3413,-6.4719,-3.1917,-6.401,-4.3726,-1.7601,-5.4622,-3.6464,-2.7272,-0.6602,-2.7579,-1.5401,-4.0491,-3.6962,-0.8213,-0.4775,-1.406,-1.2975,-0.8473,-0.3988,2.2467,0.7389,1.7801,1.0502
201405,-2.6126,-0.321,1.0351,-2.8334,-0.5028,0.4418,1.0625,0.3665,-0.7619,-0.6557,1.6971,1.4798,0.2623,0.526,1.0946,4.1447,1.7762,2.2241,1.3575,4.0686,2.667,3.2189,1.4626,2.2441,3.7796
201406,4.6478,4.9038,3.5924,5.1505,8.6726,5.1392,6.5506,6.9521,5.8547,6.8792,4.9407,4.67,6.7709,3.6901,4.9963,5.0666,5.644,3.4697,3.1729,3.2516,1.7644,1.8629,1.3534,1.9933,2.7601
201407,-6.3128,-7.4711,-7.5906,-6.6178,-7.2853,-8.4843,-7.1344,-6.7468,-0.9911,-7.3844,-6.9325,-5.7763,-5.2413,-4.8355,-5.1435,-3.4434,-2.7935,-2.2962,-4.397,-2.3729,-2.6229,0.0392,-1.3576,-1.0199,-1.1557
201408,4.514,2.9942,5.6846,2.8433,2.8719,7.2084,4.8321,6.1477,4.8284,4.0446,5.0813,4.7091,4.9916,4.9158,5.5786,5.2935,4.1244,4.6143,6.0567,6.894,5.6339,4.1824,3.0369,5.0268,2.4425
201409,-7.836,-7.4985,-6.9576,-6.9333,-5.561,-7.8344,-6.7111,-4.4532,-5.2574,-4.4585,-6.9112,-5.5124,-4.5501,-5.6869,-5.827,-4.0225,-4.3754,-3.7606,-4.1269,-3.4091,-3.0768,-1.611,-0.2228,-1.8098,-1.8844
201410,2.7109,7.6828,6.713,6.0115,4.8149,4.7011,8.2256,7.7102,5.9972,6.8192,1.4224,4.7374,7.0523,4.9445,4.2845,1.7896,0.7542,1.8736,2.9826,4.6561,1.4742,2.0494,1.3964,4.7351,0.2742
201411,-1.0854,-2.5541,-1.7747,-0.5155,0.5409,-0.7446,-1.521,0.6088,0.3972,1.8151,0.0813,1.5105,2.4979,1.1617,1.778,2.0454,1.1327,4.1401,2.9134,1.8989,2.9932,4.4302,3.0793,-0.4616,2.8207
201412,4.7474,5.7079,4.772,4.8012,5.4072,1.8053,2.3333,2.9589,1.8622,2.8865,-0.0563,0.4987,2.7073,1.1184,1.1144,1.0045,-0.6835,1.1898,0.8123,-0.1359,-1.9722,-1.1501,-0.8175,0.2729,-0.1026
201501,-5.0777,-3.6734,-5.5451,-3.9467,-4.5648,-4.9388,-3.2877,-1.6922,-2.7801,-3.6248,-3.6664,-1.0202,-0.4175,-3.6375,-1.7809,-2.6772,-2.0843,0.0802,-1.0429,-1.4908,-1.3393,-0.9595,-3.2852,-1.4113,-2.7302
201502,6.1384,5.0242,5.3599,7.8654,6.1762,8.3476,6.5643,6.3591,5.0546,7.7149,9.1146,6.9232,6.8818,7.2466,8.2527,7.1259,6.1205,7.6803,5.3494,8.3053,6.4781,6.3518,5.7449,3.4875,4.7586
201503,-2.3553,1.7156,2.2495,0.616,1.7349,1.2201,2.4591,2.3276,1.3141,2.5447,1.7676,1.0202,0.4147,1.3246,-0.0243,0.158,-1.1835,1.4517,1.2617,0.0804,-1.7125,-1.5397,-2.8005,-1.8177,-0.4824
201504,-3.0506,-0.8836,-2.2913,-2.4035,-3.5622,-1.5076,-1.816,-2.558,-3.8157,-2.6273,-0.6952,-0.3115,-3.4976,-1.6211,-4.3982,0.4196,1.1003,-1.0826,-1.3389,-1.6832,3.089,0.2546,1.4508,-0.1515,0.9595
201505,1.5301,2.656,4.4884,-0.9634,2.9959,0.6108,2.4015,3.3698,1.7135,5.5117,1.8583,1.8231,7.6566,2.3621,1.8126,2.5138,1.1746,2.7452,0.9768,0.136,0.3645,1.3735,0.0536,1.5888,2.007
201506,1.9062,2.7542,3.3115,1.9605,1.5644,0.3115,-0.563,0.7204,-1.4254,1.062,-1.5623,-0.535,-1.0159,-0.1379,-1.2026,-2.2638,-1.4184,-2.095,-1.0276,-1.8455,-1.3892,-1.8214,-3.5129,-1.579,-2.6346
201507,-6.3173,-4.7203,-6.1153,-6.8602,-6.0662,-1.3761,-4.2854,-1.6637,-2.6118,-1.0596,-0.8673,-0.6682,-1.2894,-3.7956,-3.3238,-0.5289,0.9056,1.0672,0.3435,1.001,4.8558,1.7613,1.9193,0.9201,0.2873
201508,-3.7603,-5.954,-5.3893,-5.1263,-5.31,-7.7967,-6.3623,-7.572,-5.6124,-5.0001,-4.1746,-5.4002,-5.7037,-7.3124,-3.8931,-7.9573,-4.2134,-6.6106,-5.7611,-5.4105,-5.9625,-6.1094,-5.1313,-6.9093,-7.5646
201509,-7.5351,-8.1494,-10.2109,-6.7118,-8.7628,-6.682,-7.1399,-5.7106,-6.119,-8.5629,-4.3803,-5.0232,-5.8451,-8.0361,-6.4615,-4.9011,-3.1965,-5.3737,-4.7833,-5.965,-2.5494,-1.4139,-1.5323,-2.4717,-6.3861
201510,6.6941,7.0659,5.5735,5.0178,5.139,6.4314,7.6185,3.7758,6.8871,3.4507,6.827,5.0668,7.5998,6.7771,4.7643,9.6154,8.1129,5.0647,4.5826,4.4877,11.5183,7.7633,9.6227,4.7101,8.245
201511,-0.1585,3.0489,3.2899,1.9787,4.4362,6.5095,3.9301,5.58,4.0485,5.0582,0.1026,3.9782,1.346,0.1758,2.3825,-0.0847,1.9405,1.7813,0.3149,-0.7162,0.7618,-0.7767,0.152,-0.7298,-0.3989
201512,-5.3523,-4.3793,-6.0149,-4.0093,-6.7729,-4.6919,-3.8665,-3.9825,-4.9351,-4.1782,-3.8872,-5.5428,-5.5939,-4.1656,-5.3295,-2.0318,-3.4832,-5.7756,-1.9433,-5.4203,-0.4557,-2.7704,-1.8623,-0.2726,-2.5771
201601,-10.3722,-9.3874,-11.8513,-8.4727,-13.7271,-12.6099,-10.8584,-7.7254,-6.1589,-13.1712,-7.4354,-7.612,-9.2811,-7.0294,-10.1538,-9.9685,-6.1035,-7.9278,-4.0165,-8.4035,-6.4836,-4.3436,-2.6716,-3.255,-7.3532
201602,0.8328,-0.3881,1.5038,-0.8864,-1.504,-0.2748,0.0716,-0.6607,1.6361,2.5652,1.3472,0.5558,1.1307,3.563,3.6858,0.6748,0.4999,1.9631,0.9893,3.0385,-1.9949,1.8344,-0.2199,1.4422,0.2435
201603,5.7553,9.2725,7.8729,5.7904,8.3693,7.5991,8.9342,7.135,8.1448,9.5139,8.322,7.0428,8.8129,7.6826,8.6351,7.2749,8.2131,8.8005,8.7592,9.429,6.3066,6.9275,6.9836,6.6285,4.7457
201604,2.7831,5.0439,3.4482,2.3345,2.9935,3.5147,1.5178,3.0074,-0.1985,2.5093,-0.3069,1.6942,0.3073,1.0079,3.1639,0.0194,1.5862,2.0929,1.0856,2.2235,1.9094,-2.2122,0.3385,-0.2554,0.9224
201605,-1.875,2.5148,-0.621,-1.0075,0.0328,1.4869,2.4717,1.5851,2.332,2.3261,-1.3593,1.9883,0.1,1.9182,1.9649,1.7922,4.1175,2.826,2.75,0.7925,2.7012,3.016,0.7371,1.3884,1.4245
201606,-0.4392,0.607,-1.1316,1.4315,-0.7838,-0.6562,1.8494,0.7319,0.5456,-0.7017,-0.5102,1.5889,0.3289,-1.0212,-0.2666,-0.5412,-0.3553,-0.5026,-0.4291,-1.4872,0.1557,0.8285,1.346,1.6298,0.1244
201607,3.9783,5.2346,6.037,6.1649,6.7431,8.1286,6.0323,5.6944,7.5526,6.9682,9.7802,5.7111,5.5257,4.8827,4.3834,5.3902,3.2353,4.7223,4.2456,3.8816,4.3539,3.2462,4.1163,3.7048,3.6739
201608,3.2081,4.495,2.9993,3.3822,1.6058,1.5148,1.5366,1.967,0.6109,2.2136,0.9187,-0.7462,0.743,1.1085,1.7113,-0.6341,0.5209,0.6418,1.3752,1.5065,-1.7827,-1.5446,-0.5492,0.265,0.0811
201609,6.0568,6.1227,2.757,5.3441,5.464,6.3749,1.1234,-0.1188,2.5014,1.612,-0.5774,1.01,1.7709,0.827,1.5188,2.332,-0.3442,0.0113,0.2947,-0.391,1.6365,0.3357,0.4007,0.8323,0.8141
201610,-6.8791,-7.0179,-6.4616,-9.2011,-8.4519,-6.7639,-6.4087,-4.3046,-7.1891,-10.4313,-5.5831,-3.8491,-5.0482,-2.9751,-5.4123,-0.6293,-2.7326,-2.8456,-2.3504,-4.1584,-2.9863,-1.7069,-1.8675,-2.0354,-3.5698
201611,11.8507,8.8874,9.8676,12.3349,11.2074,9.9788,9.5047,11.4084,9.6465,14.0291,8.814,7.3067,9.5866,10.1191,9.3812,4.2947,3.8663,5.1312,5.8409,7.0452,1.8825,0.5825,3.0886,2.3178,4.9424
201612,3.4556,4.3145,1.8241,3.5276,1.3066,-0.2786,2.0834,1.6329,1.0559,-0.2857,0.4063,1.6719,-0.1693,0.9638,0.7835,-1.0227,0.9663,-0.0958,-0.8463,0.3867,1.9168,2.0957,0.7569,2.0897,-0.4812
201701,-1.3534,0.5223,-1.8082,-0.5719,0.1871,0.4633,1.4713,0.414,2.3137,-0.0747,2.3189,2.0583,1.4983,1.4262,0.6775,4.7915,3.0786,2.2223,4.1221,1.0938,2.4881,2.2644,3.6628,1.6283,2.2236
